id,evidence_inference_prompt_id,pmcid,outcome,intervention,comparator,outcome_type,intervention_events,intervention_group_size,comparator_events,comparator_group_size,intervention_mean,intervention_standard_deviation,comparator_mean,comparator_standard_deviation,notes,is_data_in_figure_graphics,is_relevant_data_in_table,is_table_in_graphic_format,is_data_complete,tiktoken_with_attributes_xml_token_num,tiktoken_without_attributes_xml_token_num,tiktoken_without_attributes_markdown_token_num,split
611,11584,115849,Patient global assessment of pain,etoricoxib 90 mg once daily,naproxen 500 mg twice daily,continuous,,353.0,,181.0,,,,,"found in table 2, but differences given rather than raw values. Also ranges provided rather than STD, cannot calculate",False,True,False,False,6464.0,5362.0,4091.0,TEST
612,11584,115849,Health Assessment Questionnaire disability,etoricoxib 90 mg once daily,naproxen 500 mg twice daily,continuous,,353.0,,181.0,,,,,"found in table 2, but differences given rather than raw values. Also ranges provided rather than STD, cannot calculate",False,True,False,False,6464.0,5362.0,4091.0,TEST
613,11584,115849,Serum C-reactive protein,etoricoxib 90 mg once daily,naproxen 500 mg twice daily,continuous,,353.0,,181.0,,,,,"found in table 2, but differences given rather than raw values. Also ranges provided rather than STD, cannot calculate",False,True,False,False,6464.0,5362.0,4091.0,TEST
614,11584,115849,ACR20 responder criteria,etoricoxib 90 mg once daily,naproxen 500 mg twice daily,continuous,,353.0,,181.0,,,,,"found in table 2, but differences given rather than raw values. Also ranges provided rather than STD, cannot calculate",False,True,False,False,6464.0,5362.0,4091.0,TEST
615,11602,1863515,haemoglobin level between 26 and 35 wk,Zidovudine prophylaxis initiation,placebo,continuous,,754.0,,656.0,-0.4,,0.0,,"given as estimated change and no std given, also in figure and graphic format",True,True,True,False,3963.0,3457.0,3103.0,TEST
616,11602,1863515,leucocyte count between 26 and 35 wk,Zidovudine prophylaxis initiation,placebo,continuous,,754.0,,656.0,-423.0,,0.0,,"given as estimated change and no std given, also in figure and graphic format",True,True,True,False,3963.0,3457.0,3103.0,TEST
617,11602,1863515,absolute neutrophil count between 26 and 35 wk,Zidovudine prophylaxis initiation,placebo,continuous,,754.0,,656.0,-485.0,,0.0,,"given as estimated change and no std given, also in figure and graphic format",True,True,True,False,3963.0,3457.0,3103.0,TEST
618,11603,1863515,haemoglobin level at 35 wk gestation,Zidovudine prophylaxis initiation,placebo,continuous,,754.0,,656.0,10.7,,11.2,,"means given but no std given, tables and figures in graphic format",True,True,True,False,3963.0,3457.0,3103.0,TEST
619,11603,1863515,leucocyte count at 35 wk gestation,Zidovudine prophylaxis initiation,placebo,continuous,,754.0,,656.0,8818.0,,8362.0,,"means given but no std given, tables and figures in graphic format",True,True,True,False,3963.0,3457.0,3103.0,TEST
620,11603,1863515,absolute neutrophil count at 35 wk gestation,Zidovudine prophylaxis initiation,placebo,continuous,,754.0,,656.0,5639.0,,6150.0,,"means given but no std given, tables and figures in graphic format",True,True,True,False,3963.0,3457.0,3103.0,TEST
621,11904,3493722,eradication rate of H. pylori in ITT,1-week quadruple rescue therapy,2-week quadruple rescue therapy,binary,71.0,85.0,72.0,84.0,,,,,"found in abstract and table, assumed binary because given as percentage of population",False,False,False,True,1684.0,1549.0,1357.0,TEST
622,11904,3493722,eradication rate of H. pylori in PP,1-week quadruple rescue therapy,2-week quadruple rescue therapy,binary,71.0,81.0,72.0,81.0,,,,,"found in abstract and table, assumed binary because given as percentage of population",False,False,False,True,1684.0,1549.0,1357.0,TEST
623,11905,3493722,side effects,1-week quadruple rescue therapy,2-week quadruple rescue therapy,binary,19.0,85.0,32.0,84.0,,,,,found in results section,False,False,False,True,1684.0,1549.0,1357.0,TEST
624,11906,3493722,good compliance rates,1-week quadruple rescue therapy,2-week quadruple rescue therapy,binary,74.0,81.0,74.0,81.0,,,,,"found in table 2, assumed binary because proportion of whole given",False,True,True,True,1684.0,1549.0,1357.0,TEST
625,11906,3493722,well compliance rates,1-week quadruple rescue therapy,2-week quadruple rescue therapy,binary,8.0,81.0,4.0,81.0,,,,,"found in table 2, assumed binary because proportion of whole given",False,True,True,True,1684.0,1549.0,1357.0,TEST
626,11906,3493722,poor compliance rates,1-week quadruple rescue therapy,2-week quadruple rescue therapy,binary,2.0,81.0,3.0,81.0,,,,,"found in table 2, assumed binary because proportion of whole given",False,True,True,True,1684.0,1549.0,1357.0,TEST
627,12232,3510731,Clicked on Results link,received the debriefing information in the body of an email with links to protocol and results pages;,received these links after clicking on an initial link in the body of the email to view the debriefing information on a website.,binary,247.0,6051.0,515.0,5892.0,,,,,found in table 1,False,True,False,True,1665.0,1296.0,943.0,TEST
628,12233,3510731,Clicked on Protocol link,received the debriefing information in the body of an email with links to protocol and results pages;,received these links after clicking on an initial link in the body of the email to view the debriefing information on a website.,binary,202.0,6051.0,362.0,5892.0,,,,,found in table 1,False,True,False,True,1665.0,1296.0,943.0,TEST
629,12234,3510731,Median time in seconds (interquartile range) - Results link,received the debriefing information in the body of an email with links to protocol and results pages;,received these links after clicking on an initial link in the body of the email to view the debriefing information on a website.,continuous,,6051.0,,5892.0,25.0,,25.3,,"found in table 1, IQ range given rather and std",False,True,False,False,1665.0,1296.0,943.0,TEST
630,12235,3510731,Median time in seconds (interquartile range) - Protocol link,received the debriefing information in the body of an email with links to protocol and results pages;,received these links after clicking on an initial link in the body of the email to view the debriefing information on a website.,continuous,,6051.0,,5892.0,3.5,,3.6,,"found in table 1, IQ range given rather and std",False,True,False,False,1665.0,1296.0,943.0,TEST
631,12275,3936115,The number of diverticulitis clinical symptom occurrences during 12months,Microencapsulated sodium butyrate (MSB) 300 mg daily,control group was administered placebo,binary,2.0,30.0,7.0,22.0,,,,,found in table 1,False,True,False,True,2217.0,2016.0,1562.0,TEST
632,12276,3936115,the number of abdominal ultrasound examinations performed for suspected diverticulitis and subsequent number of diverticulitis diagnosed based on abdominal US,Microencapsulated sodium butyrate (MSB) 300 mg daily,control group was administered placebo,binary,1.0,30.0,5.0,22.0,,,,,found in table 2,False,True,False,True,2217.0,2016.0,1562.0,TEST
633,12277,3936115,"Subjective improvement in observed symptoms based on a single closed-end question (yes or no answer): ""Did you observe adequate relief of diverticulosis related to abdominal pain or discomfort within the past 12 months?""",Microencapsulated sodium butyrate (MSB) 300 mg daily,control group was administered placebo,binary,17.0,30.0,5.0,22.0,,,,,found in table 3,False,True,False,True,2217.0,2016.0,1562.0,TEST
634,12289,5777645,HbA1c levels,to peer-led structured patient education,conventional care alone,continuous,,70.0,,70.0,1.05,2.0,0.15,1.7,SDs found in abstract while group sizes and means found in table 2,False,True,False,True,8661.0,5060.0,3738.0,TEST
635,12290,5777645,Mean BMI change,to peer-led structured patient education,conventional care alone,continuous,,70.0,,70.0,-1.65,2.5,0.05,3.2,SDs found in abstract while group sizes and means found in table 2,False,True,False,True,8661.0,5060.0,3738.0,TEST
636,12291,5777645,Mean waist circumference,to peer-led structured patient education,conventional care alone,continuous,,70.0,,70.0,-3.34,9.3,2.65,10.3,SDs found in abstract while group sizes and means found in table 2,False,True,False,True,8661.0,5060.0,3738.0,TEST
637,12720,4132222,decrease in average lesion,application of a canola phenolic acid-based cream (CPA),placebo,continuous,,30.0,,15.0,-1.8,,0.0,,no raw values given and can only be estimated from figure,False,False,False,False,2177.0,1885.0,1617.0,TEST
638,12721,4132222,"higher prevalence of lesion scabbing, a sign of healing",application of a canola phenolic acid-based cream (CPA),placebo,continuous,,30.0,,15.0,,,,,No numerical data for outcome,False,False,False,False,2177.0,1885.0,1617.0,TEST
639,12772,4511433,LDL cholesterol,5 mg elobixibat,placebo,continuous,,12.0,,12.0,,,,,data in figure. Only medians reported,False,False,False,False,4648.0,3874.0,2969.0,TEST
640,12772,4511433,LDL cholesterol,2.5 mg,placebo,continuous,,12.0,,12.0,,,,,data in figure. Only medians reported,False,False,False,False,4648.0,3874.0,2969.0,TEST
641,12879,5830087,objective response rate (ORR),"BTH1677 arm ( intravenous [IV] BTH1677, 4 mg/kg, weekly; IV bevacizumab, 15 mg/kg, once each 3-week cycle [Q3W]; IV carboplatin, 6 mg/mL/min Calvert formula area-under-the-curve, Q3W; and IV paclitaxel, 200 mg/m2, Q3W)",Control arm ( bevacizumab/carboplatin/paclitaxel as above),binary,29.0,48.0,10.0,23.0,,,,,found in table 2,False,True,False,True,11942.0,10628.0,8141.0,TEST
642,12880,5830087,disease control rate,"BTH1677 arm ( intravenous [IV] BTH1677, 4 mg/kg, weekly; IV bevacizumab, 15 mg/kg, once each 3-week cycle [Q3W]; IV carboplatin, 6 mg/mL/min Calvert formula area-under-the-curve, Q3W; and IV paclitaxel, 200 mg/m2, Q3W)",Control arm ( bevacizumab/carboplatin/paclitaxel as above),binary,45.0,48.0,21.0,23.0,,,,,found in table 2,False,True,False,True,11942.0,10628.0,8141.0,TEST
643,12880,5830087,duration of objective response,"BTH1677 arm ( intravenous [IV] BTH1677, 4 mg/kg, weekly; IV bevacizumab, 15 mg/kg, once each 3-week cycle [Q3W]; IV carboplatin, 6 mg/mL/min Calvert formula area-under-the-curve, Q3W; and IV paclitaxel, 200 mg/m2, Q3W)",Control arm ( bevacizumab/carboplatin/paclitaxel as above),continuous,,48.0,,23.0,,,,,"given as median with confidence interval, cannot calculate",False,True,False,False,11942.0,10628.0,8141.0,TEST
644,12880,5830087,progression-free survival,"BTH1677 arm ( intravenous [IV] BTH1677, 4 mg/kg, weekly; IV bevacizumab, 15 mg/kg, once each 3-week cycle [Q3W]; IV carboplatin, 6 mg/mL/min Calvert formula area-under-the-curve, Q3W; and IV paclitaxel, 200 mg/m2, Q3W)",Control arm ( bevacizumab/carboplatin/paclitaxel as above),continuous,,48.0,,23.0,,,,,"given as median with confidence interval, cannot calculate",False,True,False,False,11942.0,10628.0,8141.0,TEST
645,13025,4675066,The mean cognitive score on the Bayley-III,iodine (150 μg/d),placebo,continuous,,27.0,,26.0,99.4,12.2,101.7,8.2,found in table 2,False,True,False,True,6682.0,5735.0,4224.0,TEST
646,13025,4675066,The mean language score on the Bayley-III,iodine (150 μg/d),placebo,continuous,,27.0,,26.0,97.2,12.2,97.9,11.5,found in table 2,False,True,False,True,6682.0,5735.0,4224.0,TEST
647,13025,4675066,The mean motor score on the Bayley-III,iodine (150 μg/d),placebo,continuous,,27.0,,26.0,93.9,10.8,92.4,9.7,found in table 2,False,True,False,True,6682.0,5735.0,4224.0,TEST
648,13097,5976307,induction time,etomidate,propofol based on midazolam,continuous,,62.0,,62.0,2.46,0.993,2.21,1.0,found in table 2,False,True,True,True,2560.0,2044.0,1751.0,TEST
649,13097,5976307,total procedure time,etomidate,propofol based on midazolam,continuous,,62.0,,62.0,29.73,12.23,29.46,16.04,found in table 2,False,True,True,True,2560.0,2044.0,1751.0,TEST
650,13097,5976307,awake time,etomidate,propofol based on midazolam,continuous,,62.0,,62.0,15.08,10.06,17.07,11.83,found in table 2,False,True,True,True,2560.0,2044.0,1751.0,TEST
651,13098,5976307,The incidence rate of all cardiopulmonary adverse events,etomidate,propofol based on midazolam,binary,34.0,62.0,45.0,62.0,,,,,found in table 3,False,True,True,True,2560.0,2044.0,1751.0,TEST
652,13099,5976307,The incidence rate of vital sign fluctuation (VSF),etomidate,propofol based on midazolam,binary,17.0,62.0,31.0,62.0,,,,,found in table 3,False,True,True,True,2560.0,2044.0,1751.0,TEST
653,13100,5976307,the incidence rate of adverse events disturbing the procedure,etomidate,propofol based on midazolam,binary,5.0,62.0,16.0,62.0,,,,,found in table 3,False,True,True,True,2560.0,2044.0,1751.0,TEST
654,13101,5976307,The incidence rate of myoclonus,etomidate,propofol based on midazolam,binary,10.0,62.0,1.0,62.0,,,,,found in table 3,False,True,True,True,2560.0,2044.0,1751.0,TEST
655,13175,5773985,mean volume of both the solutions used,0.5% bupivacaine with 1:200000 epinephrine in group I,mixture of 39 ml of 0.5% bupivacaine with epinephrine 1:200000 and 1 ml of 300 _g buprenorphine (3 _g/kg)in group II,continuous,,25.0,,25.0,4.15,0.52,4.12,0.6,Found in abstract and results,False,False,False,True,2609.0,2261.0,1917.0,TEST
656,13176,5773985,subjective onset of action,0.5% bupivacaine with 1:200000 epinephrine in group I,mixture of 39 ml of 0.5% bupivacaine with epinephrine 1:200000 and 1 ml of 300 _g buprenorphine (3 _g/kg)in group II,continuous,,25.0,,25.0,3.0,1.08,2.92,1.03,Found in abstract and results,False,False,False,True,2609.0,2261.0,1917.0,TEST
657,13176,5773985,objective onset of action,0.5% bupivacaine with 1:200000 epinephrine in group I,mixture of 39 ml of 0.5% bupivacaine with epinephrine 1:200000 and 1 ml of 300 _g buprenorphine (3 _g/kg)in group II,continuous,,25.0,,25.0,7.28,1.59,7.4,1.93,Found in abstract and results,False,False,False,True,2609.0,2261.0,1917.0,TEST
658,13177,5773985,duration of surgical procedure,0.5% bupivacaine with 1:200000 epinephrine in group I,mixture of 39 ml of 0.5% bupivacaine with epinephrine 1:200000 and 1 ml of 300 _g buprenorphine (3 _g/kg)in group II,continuous,,25.0,,25.0,32.2,15.5,33.68,18.91,Graphic format table,False,True,True,True,2609.0,2261.0,1917.0,TEST
659,13178,5773985,the mean duration of postoperative analgesia,0.5% bupivacaine with 1:200000 epinephrine in group I,mixture of 39 ml of 0.5% bupivacaine with epinephrine 1:200000 and 1 ml of 300 _g buprenorphine (3 _g/kg)in group II,continuous,,25.0,,25.0,508.92,63.3,1840.84,819.51,Found in abstract and results,False,False,False,True,2609.0,2261.0,1917.0,TEST
660,13179,5773985,number of analgesic tablets,0.5% bupivacaine with 1:200000 epinephrine in group I,mixture of 39 ml of 0.5% bupivacaine with epinephrine 1:200000 and 1 ml of 300 _g buprenorphine (3 _g/kg)in group II,continuous,,25.0,,25.0,,,,,Outcome not clear,False,True,True,False,2609.0,2261.0,1917.0,TEST
661,13216,4458006,amplitude of whisking,facial nerve transection and subsequent repair either at the main trunk of the nerve (group 1),"2 cm distally, at the main bifurcation (group 2)",continuous,,12.0,,12.0,17.2,,6.9,,No std given,False,False,False,False,1302.0,1180.0,1009.0,TEST
662,13296,4987981,PASI,pioglitazone,placebo,continuous,,16.0,,23.0,4.3,,1.7,,New outcome from old lumped together outcome. Data in figure. Mean change,True,False,False,False,9637.0,7894.0,5779.0,TEST
663,13296,4987981,PASI,metformin,placebo,continuous,,21.0,,23.0,3.9,,1.7,,New outcome from old lumped together outcome. Data in figure. Mean change,True,False,False,False,9637.0,7894.0,5779.0,TEST
664,13296,4987981,ESI,pioglitazone,placebo,continuous,,16.0,,23.0,4.3,,2.3,,New outcome from old lumped together outcome. Data in figure. Mean change,True,False,False,False,9637.0,7894.0,5779.0,TEST
665,13296,4987981,ESI,metformin,placebo,continuous,,21.0,,23.0,4.2,,2.3,,New outcome from old lumped together outcome. Data in figure. Mean change,True,False,False,False,9637.0,7894.0,5779.0,TEST
666,13296,4987981,PGA,pioglitazone,placebo,continuous,,16.0,,23.0,2.3,,1.3,,New outcome from old lumped together outcome. Data in figure. Mean change,True,False,False,False,9637.0,7894.0,5779.0,TEST
667,13296,4987981,PGA,metformin,placebo,continuous,,21.0,,23.0,2.3,,1.3,,New outcome from old lumped together outcome. Data in figure. Mean change,True,False,False,False,9637.0,7894.0,5779.0,TEST
668,13296,4987981,FPG,metformin,placebo,continuous,,21.0,,23.0,101.9,35.1,97.6,20.8,Values seperated and found in table,False,True,False,True,24886.0,12978.0,8556.0,TEST
669,13296,4987981,FPG,pioglitazone,placebo,continuous,,16.0,,23.0,103.4,28.9,97.6,20.8,Values seperated and found in table,False,True,False,True,24886.0,12978.0,8556.0,TEST
670,13296,4987981,total cholesterol,metformin,placebo,continuous,,21.0,,23.0,206.9,36.2,184.4,37.5,Values seperated and found in table,False,True,False,True,24886.0,12978.0,8556.0,TEST
671,13296,4987981,total cholesterol,pioglitazone,placebo,continuous,,16.0,,23.0,207.2,42.3,184.4,37.5,Values seperated and found in table,False,True,False,True,24886.0,12978.0,8556.0,TEST
672,13296,4987981,triglycerides levels,metformin,placebo,continuous,,21.0,,23.0,194.3,63.1,181.8,61.3,Values seperated and found in table,False,True,False,True,24886.0,12978.0,8556.0,TEST
673,13296,4987981,triglycerides levels,pioglitazone,placebo,continuous,,16.0,,23.0,200.1,55.9,181.8,61.3,Values seperated and found in table,False,True,False,True,24886.0,12978.0,8556.0,TEST
674,13313,4550271,Community knowledge,provider,control,continuous,,14.0,,12.0,,,,,outcome too broad,False,True,False,False,9410.0,4699.0,3181.0,TEST
675,13313,4550271,Community knowledge,provider-school intervention,control,continuous,,14.0,,12.0,,,,,outcome too broad,False,True,False,False,9410.0,4699.0,3181.0,TEST
676,13314,4550271,treatment according to guidelines,provider,control,continuous,,14.0,,12.0,36.4,32.0,22.6,23.0,mean given as percent and std has no unit,False,True,False,True,9410.0,4699.0,3181.0,TEST
677,13314,4550271,treatment according to guidelines,provider-school intervention,control,continuous,,14.0,,12.0,23.5,26.0,22.6,23.0,mean given as percent and std has no unit,False,True,False,True,9410.0,4699.0,3181.0,TEST
678,13315,4550271,the proportion of patients who tested positive and received (or were prescribed) an ACT,provider,control,continuous,,14.0,,12.0,56.1,31.0,64.2,28.0,mean given as percent and std has no unit,False,True,False,True,9410.0,4699.0,3181.0,TEST
679,13315,4550271,the proportion of patients who tested positive and received (or were prescribed) an ACT,provider-school intervention,control,continuous,,14.0,,12.0,56.4,33.0,64.2,28.0,mean given as percent and std has no unit,False,True,False,True,9410.0,4699.0,3181.0,TEST
680,13505,5777419,the total cultivable microbiota,probiotic,placebo,continuous,,16.0,,15.0,,,,,median and IQ scores given,False,True,False,False,9410.0,4699.0,3181.0,TEST
681,13505,5777419,the total cultivable microbiota,antibiotic,placebo,continuous,,16.0,,15.0,,,,,median and IQ scores given,False,True,False,False,9410.0,4699.0,3181.0,TEST
682,13506,5777419,attachment gain,probiotic,placebo,continuous,,16.0,,15.0,3.4,0.6,4.3,1.4,found in table 2,False,True,False,True,12992.0,7163.0,5694.0,TEST
683,13506,5777419,reduction of PPD,probiotic,placebo,continuous,,16.0,,15.0,2.2,0.3,2.5,0.6,found in table 2,False,True,False,True,12992.0,7163.0,5694.0,TEST
684,13506,5777419,reduction of plaque,probiotic,placebo,continuous,,16.0,,15.0,28.1,14.6,27.4,13.0,found in table 2,False,True,False,True,12992.0,7163.0,5694.0,TEST
685,13506,5777419,attachment gain,antibiotic,placebo,continuous,,16.0,,15.0,4.1,1.0,4.3,1.4,found in table 2,False,True,False,True,12992.0,7163.0,5694.0,TEST
686,13506,5777419,reduction of PPD,antibiotic,placebo,continuous,,16.0,,15.0,2.3,0.3,2.5,0.6,found in table 2,False,False,False,True,10493.0,8112.0,5695.0,TEST
687,13506,5777419,reduction of plaque,antibiotic,placebo,continuous,,16.0,,15.0,31.8,14.8,27.4,13.0,found in table 2,False,False,False,True,10493.0,8112.0,5695.0,TEST
688,13760,2836833,Fecal fat loss,1500 mg calcium,500 mg calcium,continuous,,17.0,,17.0,,,,,"assumed group sizes were half and half of 34, values for low and high calcium groups have multiple seperated groups within them",False,False,False,False,10493.0,8112.0,5695.0,TEST
689,13761,2836833,Urinary calcium excretion,1500 mg calcium,500 mg calcium,continuous,,17.0,,17.0,,,,,"assumed group sizes were half and half of 34, values for low and high calcium groups have multiple seperated groups within them",True,False,False,False,6401.0,5359.0,3891.0,TEST
690,13762,2836833,weight loss,1500 mg calcium,500 mg calcium,continuous,,17.0,,17.0,,,,,"assumed group sizes were half and half of 34, values for low and high calcium groups have multiple seperated groups within them",False,True,False,False,6401.0,5359.0,3891.0,TEST
691,13763,2836833,systolic or diastolic blood pressure,1500 mg calcium,500 mg calcium,continuous,,17.0,,17.0,,,,,"assumed group sizes were half and half of 34, values for low and high calcium groups have multiple seperated groups within them",False,True,False,False,6401.0,5359.0,3891.0,TEST
692,13830,4210722,vaccination certificates were submitted,a separate reminder card 4 days before the appointment (IG3),no further reminder (IG1),binary,94.0,102.0,84.0,104.0,,,,,found in text as fractions of group sizes,False,False,False,True,6401.0,5359.0,3891.0,TEST
693,13830,4210722,vaccination certificates were submitted,a separate reminder card 4 days before the appointment (IG3),reminder card together with the appointment letter (IG2),binary,94.0,102.0,91.0,107.0,,,,,found in text as fractions of group sizes,False,False,False,True,6401.0,5359.0,3891.0,TEST
694,13831,4210722,use of a reminder card,a separate reminder card 4 days before the appointment (IG3); reminder card together with the appointment letter (IG2);,no further reminder (IG1),binary,185.0,209.0,84.0,104.0,,,,,found in text as fractions of group sizes,False,False,False,True,6401.0,5359.0,3891.0,TEST
695,5635,5712123,time to first rescue analgesic,duloxetine 60 and etoricoxib 120mg (group D/E),Duloxetine (D),continuous,,30.0,,30.0,137.0,61.3,91.7,35.5,found in fig2,True,False,False,True,6401.0,5359.0,3891.0,TEST
696,5636,5712123,postoperative pain at rest,duloxetine 60 and etoricoxib 120mg (group D/E),placebo,continuous,,30.0,,30.0,2.0,,3.0,,values given as score (range),True,False,False,False,6401.0,5359.0,3891.0,TEST
697,5636,5712123,postoperative pain on movement,duloxetine 60 and etoricoxib 120mg (group D/E),placebo,continuous,,30.0,,30.0,3.5,,3.0,,values given as score (range),True,False,False,False,,,,TEST
698,5639,5712123,morphine requirements at 24 h,E group,P group,continuous,,30.0,,30.0,24.6,4.5,31.9,6.7,found in fig3,True,False,False,True,,,,TEST
699,5639,5712123,morphine requirements at 24 h,D group,P group,continuous,,30.0,,30.0,22.6,4.1,31.9,6.7,"found in fig3 typo in table says "".4.1"" interpreteed as 4.1",True,False,False,True,,,,TEST
700,5639,5712123,morphine requirements at 24 h,D/E group,P group,continuous,,30.0,,30.0,17.9,3.2,31.9,6.7,found in fig3,True,False,False,True,,,,TEST
701,5637,5712123,time to first rescue analgesic,duloxetine 60 and etoricoxib 120mg (group D/E),Placebo group (P),continuous,,30.0,,30.0,137.0,61.3,62.0,37.2,found in fig2,True,False,False,True,,,,TEST
702,5638,5712123,time to first rescue analgesic,duloxetine 60 and etoricoxib 120mg (group D/E),etoricoxib (E),continuous,,30.0,,30.0,137.0,61.3,105.3,28.4,found in fig2,True,False,False,True,,,,TEST
